_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2301,2018Q2,"",S08000016,"",B120H,"", ,z,All Acute,d,20868,"",19298,"",229.31868131868134,"",212.0659340659341,"",92.47651907226377,""
2302,2018Q2,"",S08000016,"",S08000016,d, ,z,All Acute,d,20868,"",19298,"",229.31868131868134,"",212.0659340659341,"",92.47651907226377,""
2303,2018Q3,"",S08000016,"",B120H,"", ,z,All Acute,d,20889,"",18555,"",227.054347826087,"",201.6847826086957,"",88.82665517736609,""
2304,2018Q3,"",S08000016,"",S08000016,d, ,z,All Acute,d,20889,"",18555,"",227.054347826087,"",201.6847826086957,"",88.82665517736609,""
2305,2018Q4,"",S08000016,"",B120H,"", ,z,All Acute,d,19724,"",17729,"",214.39130434782615,"",192.70652173913047,"",89.88541877915232,""
2306,2018Q4,"",S08000016,"",S08000016,d, ,z,All Acute,d,19724,"",17729,"",214.39130434782615,"",192.70652173913047,"",89.88541877915232,""
2307,2019Q1,"",S08000016,"",B120H,"", ,z,All Acute,d,20587,"",17904,"",228.74444444444447,"",198.93333333333334,"",86.9675037645116,""
2308,2019Q1,"",S08000016,"",S08000016,d, ,z,All Acute,d,20587,"",17904,"",228.74444444444447,"",198.93333333333334,"",86.9675037645116,""
2309,2019Q2,"",S08000016,"",B120H,"", ,z,All Acute,d,20036,"",17089,"",220.1758241758242,"",187.79120879120885,"",85.29147534438013,""
2310,2019Q2,"",S08000016,"",S08000016,d, ,z,All Acute,d,20036,"",17089,"",220.1758241758242,"",187.79120879120885,"",85.29147534438013,""
2311,2019Q3,"",S08000016,"",B120H,"", ,z,All Acute,d,19505,"",16320,"",212.01086956521743,"",177.39130434782612,"",83.67085362727506,""
2312,2019Q3,"",S08000016,"",S08000016,d, ,z,All Acute,d,19505,"",16320,"",212.01086956521743,"",177.39130434782612,"",83.67085362727506,""
2313,2019Q4,"",S08000016,"",B120H,"", ,z,All Acute,d,19217,"",16929,"",208.88043478260875,"",184.01086956521743,"",88.09387521465372,""
2314,2019Q4,"",S08000016,"",S08000016,d, ,z,All Acute,d,19217,"",16929,"",208.88043478260875,"",184.01086956521743,"",88.09387521465372,""
2315,2020Q1,"",S08000016,"",B120H,"", ,z,All Acute,d,20506,"",16181,"",225.34065934065936,"",177.81318681318683,"",78.90861211352775,""
2316,2020Q1,"",S08000016,"",S08000016,d, ,z,All Acute,d,20597,"",16272,"",226.34065934065936,"",178.81318681318683,"",79.00179637811334,""
2317,2020Q2,"",S08000016,"",B120H,"", ,z,All Acute,d,17048,"",10533,"",187.34065934065936,"",115.74725274725276,"",61.78437353355234,""
2318,2020Q2,"",S08000016,"",S08000016,d, ,z,All Acute,d,17048,"",10533,"",187.34065934065936,"",115.74725274725276,"",61.78437353355234,""
2319,2020Q3,"",S08000016,"",B120H,"", ,z,All Acute,d,17104,"",13436,"",185.9130434782609,"",146.0434782608696,"",78.55472404115997,""
2320,2020Q3,"",S08000016,"",S08000016,d, ,z,All Acute,d,17104,"",13436,"",185.9130434782609,"",146.0434782608696,"",78.55472404115997,""
2321,2020Q4,"",S08000016,"",B120H,"", ,z,All Acute,d,18074,"",15500,"",196.45652173913047,"",168.47826086956525,"",85.7585481907713,""
2322,2020Q4,"",S08000016,"",S08000016,d, ,z,All Acute,d,18074,"",15500,"",196.45652173913047,"",168.47826086956525,"",85.7585481907713,""
2323,2021Q1,"",S08000016,"",B120H,"", ,z,All Acute,d,19997,"",17052,"",222.18888888888895,"",189.4666666666667,"",85.27279091863781,""
2324,2021Q1,"",S08000016,"",S08000016,d, ,z,All Acute,d,19997,"",17052,"",222.18888888888895,"",189.4666666666667,"",85.27279091863781,""
2325,2021Q2,"",S08000016,"",B120H,"", ,z,All Acute,d,19678,"",17745,"",216.24175824175828,"",195,"",90.17684724057324,""
2326,2021Q2,"",S08000016,"",S08000016,d, ,z,All Acute,d,19678,"",17745,"",216.24175824175828,"",195,"",90.17684724057324,""
2327,2021Q3,"",S08000016,"",B120H,"", ,z,All Acute,d,19163,"",17316,"",208.29347826086962,"",188.21739130434784,"",90.36163439962428,""
2328,2021Q3,"",S08000016,"",S08000016,d, ,z,All Acute,d,19163,"",17316,"",208.29347826086962,"",188.21739130434784,"",90.36163439962428,""
2329,2021Q4,p,S08000016,"",B120H,"", ,z,All Acute,d,20878,"",18556,"",226.9347826086957,"",201.69565217391306,"",88.87824504262862,""
2330,2021Q4,p,S08000016,"",S08000016,d, ,z,All Acute,d,20878,"",18556,"",226.9347826086957,"",201.69565217391306,"",88.87824504262862,""
2331,2016Q4,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25828,"",21536,"",280.7391304347827,"",234.0869565217392,"",83.38237571627691,""
2332,2016Q4,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,38345,"",32616,"",416.7934782608697,"",354.52173913043487,"",85.0593297692007,""
2333,2017Q1,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25436,"",22158,"",282.62222222222226,"",246.2,"",87.11275357760655,""
2334,2017Q1,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,37570,"",33461,"",417.44444444444457,"",371.78888888888895,"",89.06308224647326,""
2335,2017Q2,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25491,"",21218,"",280.1208791208792,"",233.1648351648352,"",83.23722097995372,""
2336,2017Q2,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,37898,"",32504,"",416.46153846153857,"",357.18681318681325,"",85.76705894770176,""
2337,2017Q3,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25807,"",21185,"",280.51086956521743,"",230.27173913043484,"",82.09013058472509,""
2338,2017Q3,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,38165,"",32452,"",414.8369565217392,"",352.7391304347827,"",85.03078737062756,""
2339,2017Q4,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25824,"",22320,"",280.69565217391306,"",242.60869565217394,"",86.43122676579927,""
2340,2017Q4,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,38284,"",32440,"",416.1304347826088,"",352.608695652174,"",84.7351373942117,""
2341,2018Q1,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25254,"",22818,"",280.6,"",253.53333333333336,"",90.35400332620576,""
2342,2018Q1,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,37646,"",32986,"",418.288888888889,"",366.5111111111112,"",87.62152685544282,""
2343,2018Q2,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25375,"",21867,"",278.8461538461539,"",240.29670329670336,"",86.17536945812809,""
2344,2018Q2,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,37686,"",31525,"",414.1318681318682,"",346.4285714285715,"",83.65175396699041,""
2345,2018Q3,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25573,"",21704,"",277.96739130434787,"",235.9130434782609,"",84.87076213193605,""
2346,2018Q3,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,38046,"",32651,"",413.5434782608697,"",354.90217391304355,"",85.81979708773592,""
2347,2018Q4,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,24693,"",20376,"",268.40217391304355,"",221.47826086956525,"",82.5173125987122,""
2348,2018Q4,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,37113,"",31191,"",403.40217391304355,"",339.03260869565224,"",84.04332713604398,""
2349,2019Q1,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25614,"",20331,"",284.6,"",225.9,"",79.37456078706958,""
2350,2019Q1,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,37842,"",29390,"",420.46666666666664,"",326.5555555555556,"",77.66502827546115,""
2351,2019Q2,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,25078,"",19532,"",275.58241758241763,"",214.63736263736268,"",77.88499880373237,""
2352,2019Q2,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,37363,"",29746,"",410.5824175824177,"",326.879120879121,"",79.61352139817468,""
2353,2019Q3,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,24087,"",18401,"",261.81521739130443,"",200.01086956521743,"",76.3939054261635,""
2354,2019Q3,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,36476,"",28962,"",396.4782608695653,"",314.804347826087,"",79.40015352560589,""
2355,2019Q4,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,22531,"",18717,"",244.90217391304353,"",203.44565217391306,"",83.07221161954642,""
2356,2019Q4,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,34951,"",29415,"",379.90217391304355,"",319.72826086956525,"",84.16068209779407,""
2357,2020Q1,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,23779,"",17768,"",261.3076923076924,"",195.25274725274727,"",74.72139282560244,""
2358,2020Q1,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,36191,"",28946,"",397.70329670329676,"",318.0879120879122,"",79.98121079826478,""
2359,2020Q2,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,20472,"",11699,"",224.967032967033,"",128.5604395604396,"",57.14634622899571,""
2360,2020Q2,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,32767,"",20636,"",360.07692307692315,"",226.76923076923083,"",62.97799615466782,""
2361,2020Q3,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,20558,"",14930,"",223.45652173913047,"",162.28260869565224,"",72.62379608911375,""
2362,2020Q3,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,32984,"",25295,"",358.52173913043487,"",274.94565217391306,"",76.68869755032745,""
2363,2020Q4,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,21347,"",16804,"",232.03260869565224,"",182.6521739130435,"",78.71832107556098,""
2364,2020Q4,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,33767,"",27161,"",367.0326086956523,"",295.22826086956525,"",80.43652086356502,""
2365,2021Q1,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,23221,"",18365,"",258.0111111111112,"",204.0555555555556,"",79.08789457818355,""
2366,2021Q1,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,35371,"",28168,"",393.0111111111112,"",312.9777777777778,"",79.63585988521672,""
2367,2021Q2,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,23042,"",19392,"",253.20879120879124,"",213.09890109890114,"",84.15936116656542,""
2368,2021Q2,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,35351,"",29586,"",388.4725274725276,"",325.1208791208792,"",83.69211620604793,""
2369,2021Q3,"",S08000016,"",B120H,"",Z9,d,All Specialties,d,22483,"",18931,"",244.38043478260875,"",205.77173913043484,"",84.20139661077259,""
2370,2021Q3,"",S08000016,"",S08000016,d,Z9,d,All Specialties,d,34903,"",29640,"",379.3804347826088,"",322.1739130434783,"",84.9210669569951,""
2371,2021Q4,p,S08000016,"",B120H,"",Z9,d,All Specialties,d,25940,"",20059,"",281.9565217391305,"",218.03260869565224,"",77.32845026985352,""
2372,2021Q4,p,S08000016,"",S08000016,d,Z9,d,All Specialties,d,50688,"",30470,"",550.9565217391305,"",331.1956521739131,"",60.11284722222224,""
2373,2016Q4,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",240,"",2,"",2.6086956521739135,"",0.021739130434782615,"",0.8333333333333336,""
2374,2016Q4,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",240,"",2,"",2.6086956521739135,"",0.021739130434782615,"",0.8333333333333336,""
2375,2017Q1,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",234,"",3,"",2.6,"",0.03333333333333334,"",1.2820512820512824,""
2376,2017Q1,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",234,"",3,"",2.6,"",0.03333333333333334,"",1.2820512820512824,""
2377,2017Q2,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",299,"",11,"",3.2857142857142865,"",0.12087912087912092,"",3.6789297658862887,""
2378,2017Q2,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",299,"",11,"",3.2857142857142865,"",0.12087912087912092,"",3.6789297658862887,""
2379,2017Q3,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",302,"",15,"",3.2826086956521747,"",0.16304347826086962,"",4.966887417218544,""
2380,2017Q3,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",302,"",15,"",3.2826086956521747,"",0.16304347826086962,"",4.966887417218544,""
2381,2017Q4,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",269,"",46,"",2.923913043478261,"",0.5,"",17.1003717472119,""
2382,2017Q4,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",269,"",46,"",2.923913043478261,"",0.5,"",17.1003717472119,""
2383,2018Q1,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",232,"",19,"",2.577777777777779,"",0.21111111111111114,"",8.189655172413795,""
2384,2018Q1,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",232,"",19,"",2.577777777777779,"",0.21111111111111114,"",8.189655172413795,""
2385,2018Q2,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",312,"",26,"",3.4285714285714293,"",0.28571428571428575,"",8.333333333333334,""
2386,2018Q2,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",312,"",26,"",3.4285714285714293,"",0.28571428571428575,"",8.333333333333334,""
2387,2018Q3,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",303,"",23,"",3.293478260869566,"",0.25,"",7.590759075907592,""
2388,2018Q3,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",303,"",23,"",3.293478260869566,"",0.25,"",7.590759075907592,""
2389,2018Q4,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",289,"",10,"",3.141304347826088,"",0.10869565217391307,"",3.460207612456749,""
2390,2018Q4,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",289,"",10,"",3.141304347826088,"",0.10869565217391307,"",3.460207612456749,""
2391,2019Q1,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",322,"",14,"",3.577777777777779,"",0.1555555555555556,"",4.347826086956522,""
2392,2019Q1,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",322,"",14,"",3.577777777777779,"",0.1555555555555556,"",4.347826086956522,""
2393,2019Q2,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",319,"",9,"",3.505494505494506,"",0.09890109890109892,"",2.8213166144200628,""
2394,2019Q2,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",319,"",9,"",3.505494505494506,"",0.09890109890109892,"",2.8213166144200628,""
2395,2019Q3,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",329,"",15,"",3.57608695652174,"",0.16304347826086962,"",4.559270516717326,""
2396,2019Q3,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",329,"",15,"",3.57608695652174,"",0.16304347826086962,"",4.559270516717326,""
2397,2019Q4,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",278,"",43,"",3.0217391304347836,"",0.4673913043478262,"",15.46762589928058,""
2398,2019Q4,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",278,"",43,"",3.0217391304347836,"",0.4673913043478262,"",15.46762589928058,""
2399,2020Q1,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",600,"",40,"",6.593406593406595,"",0.4395604395604397,"",6.666666666666669,""
2400,2020Q1,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",600,"",40,"",6.593406593406595,"",0.4395604395604397,"",6.666666666666669,""
2401,2020Q2,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",1055,"",35,"",11.593406593406595,"",0.38461538461538475,"",3.3175355450236976,""
2402,2020Q2,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",1055,"",35,"",11.593406593406595,"",0.38461538461538475,"",3.3175355450236976,""
2403,2020Q3,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",971,"",27,"",10.554347826086959,"",0.29347826086956535,"",2.780638516992792,""
2404,2020Q3,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",971,"",27,"",10.554347826086959,"",0.29347826086956535,"",2.780638516992792,""
2405,2020Q4,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",598,"",37,"",6.5,"",0.40217391304347844,"",6.187290969899666,""
2406,2020Q4,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",598,"",37,"",6.5,"",0.40217391304347844,"",6.187290969899666,""
2407,2021Q1,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",301,"",30,"",3.3444444444444454,"",0.33333333333333337,"",9.966777408637874,""
2408,2021Q1,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",301,"",30,"",3.3444444444444454,"",0.33333333333333337,"",9.966777408637874,""
2409,2021Q2,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",512,"",4,"",5.626373626373629,"",0.04395604395604397,"",0.78125,""
2410,2021Q2,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",512,"",4,"",5.626373626373629,"",0.04395604395604397,"",0.78125,""
2411,2021Q3,"",S08000016,"",B120H,"",C3,"",Anaesthetics,"",459,"",43,"",4.989130434782609,"",0.4673913043478262,"",9.368191721132902,""
2412,2021Q3,"",S08000016,"",S08000016,d,C3,"",Anaesthetics,"",459,"",43,"",4.989130434782609,"",0.4673913043478262,"",9.368191721132902,""
2413,2021Q4,p,S08000016,"",B120H,"",C3,"",Anaesthetics,"",486,"",51,"",5.282608695652176,"",0.5543478260869567,"",10.493827160493831,""
2414,2021Q4,p,S08000016,"",S08000016,d,C3,"",Anaesthetics,"",486,"",51,"",5.282608695652176,"",0.5543478260869567,"",10.493827160493831,""
2415,2016Q4,"",S08000016,"",B120H,"",A2,"",Cardiology,"",565,"",565,"",6.141304347826089,"",6.141304347826089,"",100,""
2416,2016Q4,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",565,"",565,"",6.141304347826089,"",6.141304347826089,"",100,""
2417,2017Q1,"",S08000016,"",B120H,"",A2,"",Cardiology,"",420,"",420,"",4.666666666666668,"",4.666666666666668,"",100,""
2418,2017Q1,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",420,"",420,"",4.666666666666668,"",4.666666666666668,"",100,""
2419,2017Q2,"",S08000016,"",B120H,"",A2,"",Cardiology,"",426,"",426,"",4.681318681318683,"",4.681318681318683,"",100,""
2420,2017Q2,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",426,"",426,"",4.681318681318683,"",4.681318681318683,"",100,""
2421,2017Q3,"",S08000016,"",B120H,"",A2,"",Cardiology,"",327,"",327,"",3.554347826086957,"",3.554347826086957,"",100,""
2422,2017Q3,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",327,"",327,"",3.554347826086957,"",3.554347826086957,"",100,""
2423,2017Q4,"",S08000016,"",B120H,"",A2,"",Cardiology,"",342,"",342,"",3.717391304347827,"",3.717391304347827,"",100,""
2424,2017Q4,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",342,"",342,"",3.717391304347827,"",3.717391304347827,"",100,""
2425,2018Q1,"",S08000016,"",B120H,"",A2,"",Cardiology,"",485,"",485,"",5.38888888888889,"",5.38888888888889,"",100,""
2426,2018Q1,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",485,"",485,"",5.38888888888889,"",5.38888888888889,"",100,""
2427,2018Q2,"",S08000016,"",B120H,"",A2,"",Cardiology,"",645,"",645,"",7.087912087912089,"",7.087912087912089,"",100,""
2428,2018Q2,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",645,"",645,"",7.087912087912089,"",7.087912087912089,"",100,""
2429,2018Q3,"",S08000016,"",B120H,"",A2,"",Cardiology,"",415,"",415,"",4.510869565217393,"",4.510869565217393,"",100,""
2430,2018Q3,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",415,"",415,"",4.510869565217393,"",4.510869565217393,"",100,""
2431,2018Q4,"",S08000016,"",B120H,"",A2,"",Cardiology,"",639,"",639,"",6.945652173913046,"",6.945652173913046,"",100,""
2432,2018Q4,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",639,"",639,"",6.945652173913046,"",6.945652173913046,"",100,""
2433,2019Q1,"",S08000016,"",B120H,"",A2,"",Cardiology,"",455,"",455,"",5.055555555555556,"",5.055555555555556,"",100,""
2434,2019Q1,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",455,"",455,"",5.055555555555556,"",5.055555555555556,"",100,""
2435,2019Q2,"",S08000016,"",B120H,"",A2,"",Cardiology,"",549,"",549,"",6.032967032967035,"",6.032967032967035,"",100,""
2436,2019Q2,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",549,"",549,"",6.032967032967035,"",6.032967032967035,"",100,""
2437,2019Q3,"",S08000016,"",B120H,"",A2,"",Cardiology,"",527,"",527,"",5.7282608695652195,"",5.7282608695652195,"",100,""
2438,2019Q3,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",527,"",527,"",5.7282608695652195,"",5.7282608695652195,"",100,""
2439,2019Q4,"",S08000016,"",B120H,"",A2,"",Cardiology,"",562,"",562,"",6.108695652173915,"",6.108695652173915,"",100,""
2440,2019Q4,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",562,"",562,"",6.108695652173915,"",6.108695652173915,"",100,""
2441,2020Q1,"",S08000016,"",B120H,"",A2,"",Cardiology,"",446,"",446,"",4.901098901098902,"",4.901098901098902,"",100,""
2442,2020Q1,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",446,"",446,"",4.901098901098902,"",4.901098901098902,"",100,""
2443,2020Q2,"",S08000016,"",B120H,"",A2,"",Cardiology,"",342,"",342,"",3.758241758241759,"",3.758241758241759,"",100,""
2444,2020Q2,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",342,"",342,"",3.758241758241759,"",3.758241758241759,"",100,""
2445,2020Q3,"",S08000016,"",B120H,"",A2,"",Cardiology,"",532,"",429,"",5.782608695652176,"",4.66304347826087,"",80.63909774436091,""
2446,2020Q3,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",532,"",429,"",5.782608695652176,"",4.66304347826087,"",80.63909774436091,""
2447,2020Q4,"",S08000016,"",B120H,"",A2,"",Cardiology,"",439,"",439,"",4.771739130434783,"",4.771739130434783,"",100,""
2448,2020Q4,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",439,"",439,"",4.771739130434783,"",4.771739130434783,"",100,""
2449,2021Q1,"",S08000016,"",B120H,"",A2,"",Cardiology,"",357,"",357,"",3.966666666666668,"",3.966666666666668,"",100,""
2450,2021Q1,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",357,"",357,"",3.966666666666668,"",3.966666666666668,"",100,""
2451,2021Q2,"",S08000016,"",B120H,"",A2,"",Cardiology,"",644,"",644,"",7.076923076923078,"",7.076923076923078,"",100,""
2452,2021Q2,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",644,"",644,"",7.076923076923078,"",7.076923076923078,"",100,""
2453,2021Q3,"",S08000016,"",B120H,"",A2,"",Cardiology,"",409,"",409,"",4.445652173913045,"",4.445652173913045,"",100,""
2454,2021Q3,"",S08000016,"",S08000016,d,A2,"",Cardiology,"",409,"",409,"",4.445652173913045,"",4.445652173913045,"",100,""
2455,2021Q4,p,S08000016,"",B120H,"",A2,"",Cardiology,"",433,"",433,"",4.706521739130436,"",4.706521739130436,"",100,""
2456,2021Q4,p,S08000016,"",S08000016,d,A2,"",Cardiology,"",433,"",433,"",4.706521739130436,"",4.706521739130436,"",100,""
2457,2017Q1,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",27,"",27,"",0.3,"",0.3,"",100,""
2458,2017Q4,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",5,"",5,"",0.054347826086956534,"",0.054347826086956534,"",100,""
2459,2018Q4,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",12,"",12,"",0.13043478260869568,"",0.13043478260869568,"",100,""
2460,2019Q1,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",18,"",18,"",0.2,"",0.2,"",100,""
2461,2019Q2,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",10,"",10,"",0.10989010989010992,"",0.10989010989010992,"",100,""
2462,2019Q3,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",7,"",4,"",0.07608695652173916,"",0.04347826086956523,"",57.142857142857146,""
2463,2019Q4,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",26,"",26,"",0.28260869565217395,"",0.28260869565217395,"",100,""
2464,2020Q1,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",91,"",91,"",1,"",1,"",100,""
2465,2020Q2,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",2,"",2,"",0.021978021978021987,"",0.021978021978021987,"",100,""
2466,2021Q2,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",38,"",38,"",0.4175824175824177,"",0.4175824175824177,"",100,""
2467,2021Q3,"",S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",42,"",42,"",0.4565217391304349,"",0.4565217391304349,"",100,""
2468,2021Q4,p,S08000016,"",S08000016,d,G2,"",Child & Adolescent Psychiatry,"",13,"",13,"",0.141304347826087,"",0.141304347826087,"",100,""
2469,2017Q1,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,1,"",1,"",0.011111111111111115,"",0.011111111111111115,"",100,""
2470,2017Q1,"",S08000016,"",S08000016,d, ,z,Dental Grouping,d,1,"",1,"",0.011111111111111115,"",0.011111111111111115,"",100,""
2471,2017Q2,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,1,"",1,"",0.010989010989010993,"",0.010989010989010993,"",100,""
2472,2017Q2,"",S08000016,"",S08000016,d, ,z,Dental Grouping,d,1,"",1,"",0.010989010989010993,"",0.010989010989010993,"",100,""
2473,2017Q4,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,2,"",2,"",0.021739130434782615,"",0.021739130434782615,"",100,""
2474,2017Q4,"",S08000016,"",S08000016,d, ,z,Dental Grouping,d,2,"",2,"",0.021739130434782615,"",0.021739130434782615,"",100,""
2475,2018Q1,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,3,"",3,"",0.03333333333333334,"",0.03333333333333334,"",100,""
2476,2018Q1,"",S08000016,"",S08000016,d, ,z,Dental Grouping,d,3,"",3,"",0.03333333333333334,"",0.03333333333333334,"",100,""
2477,2018Q3,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,2,"",2,"",0.021739130434782615,"",0.021739130434782615,"",100,""
2478,2018Q3,"",S08000016,"",S08000016,d, ,z,Dental Grouping,d,2,"",2,"",0.021739130434782615,"",0.021739130434782615,"",100,""
2479,2018Q4,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,1,"",1,"",0.010869565217391308,"",0.010869565217391308,"",100,""
2480,2018Q4,"",S08000016,"",S08000016,d, ,z,Dental Grouping,d,1,"",1,"",0.010869565217391308,"",0.010869565217391308,"",100,""
2481,2019Q1,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,4,"",4,"",0.04444444444444446,"",0.04444444444444446,"",100,""
2482,2019Q1,"",S08000016,"",S08000016,d, ,z,Dental Grouping,d,4,"",4,"",0.04444444444444446,"",0.04444444444444446,"",100,""
2483,2019Q2,"",S08000016,"",B120H,"", ,z,Dental Grouping,d,1,"",1,"",0.010989010989010993,"",0.010989010989010993,"",100,""
