year_quarter,hb,location,specialty,specialty_name,all_staffed_beddays,total_occupied_beddays,average_available_staffed_beds,average_occupied_beds,percentage_occupancy,hb_name,country.x,shb_name,country.y
2019 Q4,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10792,9360,117.3043478,101.7391304,86.73091179,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,L302H,G1,General Psychiatry (Mental Illness),4406,3571,48.41758242,39.24175824,81.04857013,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,L308H,G1,General Psychiatry (Mental Illness),4531,4129,49.79120879,45.37362637,91.12778636,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10575,9137,116.2087912,100.4065934,86.40189125,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,L302H,G1,General Psychiatry (Mental Illness),4703,2498,51.68131868,27.45054945,53.11503296,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,L308H,G1,General Psychiatry (Mental Illness),4718,3632,51.84615385,39.91208791,76.98177194,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,S08000032,G1,General Psychiatry (Mental Illness),11059,7672,121.5274725,84.30769231,69.37336106,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,L302H,G1,General Psychiatry (Mental Illness),3999,2739,43.4673913,29.77173913,68.49212303,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,L308H,G1,General Psychiatry (Mental Illness),4758,3805,51.7173913,41.35869565,79.97057587,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10413,8021,113.1847826,87.18478261,77.02871411,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,L302H,G1,General Psychiatry (Mental Illness),4545,2920,49.40217391,31.73913043,64.24642464,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,L308H,G1,General Psychiatry (Mental Illness),4670,3131,50.76086957,34.0326087,67.04496788,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10863,7480,118.076087,81.30434783,68.85758998,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,L302H,G1,General Psychiatry (Mental Illness),4583,2453,50.92222222,27.25555556,53.52389265,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,L308H,G1,General Psychiatry (Mental Illness),4354,2942,48.37777778,32.68888889,67.57005053,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10525,6816,116.9444444,75.73333333,64.76009501,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,L302H,G1,General Psychiatry (Mental Illness),4457,3220,48.97802198,35.38461538,72.24590532,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,L308H,G1,General Psychiatry (Mental Illness),4561,4243,50.12087912,46.62637363,93.02784477,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10656,9005,117.0989011,98.95604396,84.50638138,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,L302H,G1,General Psychiatry (Mental Illness),4705,3071,51.14130435,33.38043478,65.27098831,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,L308H,G1,General Psychiatry (Mental Illness),4685,4261,50.92391304,46.31521739,90.94983991,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10904,8669,118.5217391,94.22826087,79.5029347,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,L302H,G1,General Psychiatry (Mental Illness),4566,3756,49.63043478,40.82608696,82.26018397,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,L308H,G1,General Psychiatry (Mental Illness),4727,4349,51.38043478,47.27173913,92.00338481,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,S08000032,G1,General Psychiatry (Mental Illness),10734,9330,116.673913,101.4130435,86.92006708,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,L106H,C1,General Surgery,5194,3957,56.45652174,43.01086957,76.18405853,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,L302H,C1,General Surgery,7243,6373,78.72826087,69.27173913,87.9884026,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,L308H,C1,General Surgery,7044,6293,76.56521739,68.40217391,89.33844407,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,S08000032,C1,General Surgery,20401,16623,221.75,180.6847826,81.48129994,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,L106H,C1,General Surgery,4923,4123,54.7,45.81111111,83.74974609,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,L302H,C1,General Surgery,6952,6309,77.24444444,70.1,90.75086306,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,L308H,C1,General Surgery,6791,6203,75.45555556,68.92222222,91.34148137,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,S08000032,C1,General Surgery,18963,16635,210.7,184.8333333,87.72346148,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,L106H,C1,General Surgery,5335,4485,58.62637363,49.28571429,84.06747891,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,L302H,C1,General Surgery,7145,6466,78.51648352,71.05494505,90.49685094,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,L308H,C1,General Surgery,6840,6014,75.16483516,66.08791209,87.92397661,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,S08000032,C1,General Surgery,19320,16965,212.3076923,186.4285714,87.81055901,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,L106H,C1,General Surgery,5248,3834,57.04347826,41.67391304,73.05640244,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,L302H,C1,General Surgery,7301,6458,79.35869565,70.19565217,88.45363649,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,L308H,C1,General Surgery,6732,5359,73.17391304,58.25,79.60487225,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,S08000032,C1,General Surgery,19281,15651,209.576087,170.1195652,81.17317567,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,L106H,C1,General Surgery,4433,2973,48.18478261,32.31521739,67.06519287,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,L302H,C1,General Surgery,6939,6154,75.42391304,66.89130435,88.68713071,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,L308H,C1,General Surgery,6112,4903,66.43478261,53.29347826,80.21924084,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,S08000032,C1,General Surgery,17484,14030,190.0434783,152.5,80.24479524,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,L106H,C1,General Surgery,4890,3503,54.33333333,38.92222222,71.63599182,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,L302H,C1,General Surgery,6362,5515,70.68888889,61.27777778,86.68657655,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,L308H,C1,General Surgery,5890,5055,65.44444444,56.16666667,85.82342954,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,S08000032,C1,General Surgery,17142,14073,190.4666667,156.3666667,82.09660483,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,L106H,C1,General Surgery,5130,3818,56.37362637,41.95604396,74.42495127,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,L302H,C1,General Surgery,6682,5757,73.42857143,63.26373626,86.15683927,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,L308H,C1,General Surgery,6112,4948,67.16483516,54.37362637,80.95549738,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,S08000032,C1,General Surgery,17924,14523,196.967033,159.5934066,81.02544075,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,L106H,C1,General Surgery,5150,3900,55.97826087,42.39130435,75.72815534,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,L302H,C1,General Surgery,6874,5836,74.7173913,63.43478261,84.89962176,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,L308H,C1,General Surgery,6228,5021,67.69565217,54.57608696,80.61978163,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,S08000032,C1,General Surgery,18252,14757,198.3913043,160.4021739,80.85141354,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,L106H,C1,General Surgery,5745,3908,62.44565217,42.47826087,68.02436902,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,L302H,C1,General Surgery,6732,5692,73.17391304,61.86956522,84.55139632,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,L308H,C1,General Surgery,6002,4677,65.23913043,50.83695652,77.92402532,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,S08000032,C1,General Surgery,18479,14277,200.8586957,155.1847826,77.26067428,NHS Lanarkshire,S92000003,NA,NA
2019 Q1,S08000032,L106H,C1,General Surgery,4832,3450,53.68888889,38.33333333,71.39900662,NHS Lanarkshire,S92000003,NA,NA
2019 Q1,S08000032,L302H,C1,General Surgery,6387,5492,70.96666667,61.02222222,85.98716142,NHS Lanarkshire,S92000003,NA,NA
2019 Q1,S08000032,L308H,C1,General Surgery,5713,4781,63.47777778,53.12222222,83.68632942,NHS Lanarkshire,S92000003,NA,NA
2019 Q1,S08000032,S08000032,C1,General Surgery,16932,13723,188.1333333,152.4777778,81.04772029,NHS Lanarkshire,S92000003,NA,NA
2019 Q2,S08000032,L106H,C1,General Surgery,5330,3757,58.57142857,41.28571429,70.48780488,NHS Lanarkshire,S92000003,NA,NA
2019 Q2,S08000032,L302H,C1,General Surgery,6893,6049,75.74725275,66.47252747,87.75569418,NHS Lanarkshire,S92000003,NA,NA
2019 Q2,S08000032,L308H,C1,General Surgery,5970,4765,65.6043956,52.36263736,79.81574539,NHS Lanarkshire,S92000003,NA,NA
2019 Q2,S08000032,S08000032,C1,General Surgery,18193,14571,199.9230769,160.1208791,80.09124389,NHS Lanarkshire,S92000003,NA,NA
2019 Q3,S08000032,L106H,C1,General Surgery,5699,3936,61.94565217,42.7826087,69.0647482,NHS Lanarkshire,S92000003,NA,NA
2019 Q3,S08000032,L302H,C1,General Surgery,6519,6006,70.85869565,65.2826087,92.13069489,NHS Lanarkshire,S92000003,NA,NA
2019 Q3,S08000032,L308H,C1,General Surgery,5993,4686,65.14130435,50.93478261,78.19122309,NHS Lanarkshire,S92000003,NA,NA
2019 Q3,S08000032,S08000032,C1,General Surgery,18211,14628,197.9456522,159,80.32507825,NHS Lanarkshire,S92000003,NA,NA
2019 Q4,S08000032,L106H,C1,General Surgery,5859,4139,63.68478261,44.98913043,70.64345451,NHS Lanarkshire,S92000003,NA,NA
2019 Q4,S08000032,L302H,C1,General Surgery,6621,6039,71.9673913,65.64130435,91.20978704,NHS Lanarkshire,S92000003,NA,NA
2019 Q4,S08000032,L308H,C1,General Surgery,5771,4523,62.72826087,49.16304348,78.37463178,NHS Lanarkshire,S92000003,NA,NA
2019 Q4,S08000032,S08000032,C1,General Surgery,18251,14701,198.3804348,159.7934783,80.54901101,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,L106H,C1,General Surgery,5188,3608,57.01098901,39.64835165,69.54510409,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,L302H,C1,General Surgery,6648,5621,73.05494505,61.76923077,84.55174489,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,L308H,C1,General Surgery,5526,3986,60.72527473,43.8021978,72.13174086,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,S08000032,C1,General Surgery,17362,13215,190.7912088,145.2197802,76.11450294,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,L106H,C1,General Surgery,3133,902,34.42857143,9.912087912,28.79029684,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,L302H,C1,General Surgery,6636,2165,72.92307692,23.79120879,32.62507535,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,L308H,C1,General Surgery,7300,4714,80.21978022,51.8021978,64.57534247,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,S08000032,C1,General Surgery,17069,7781,187.5714286,85.50549451,45.58556447,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,L106H,C1,General Surgery,4554,3106,49.5,33.76086957,68.2037769,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,L302H,C1,General Surgery,7971,5040,86.64130435,54.7826087,63.22920587,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,L308H,C1,General Surgery,5759,4070,62.59782609,44.23913043,70.67199167,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,S08000032,C1,General Surgery,18284,12216,198.7391304,132.7826087,66.81251367,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,L106H,C1,General Surgery,4348,2960,47.26086957,32.17391304,68.07727691,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,L302H,C1,General Surgery,7046,4739,76.58695652,51.51086957,67.25801873,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,L308H,C1,General Surgery,4765,3405,51.79347826,37.01086957,71.45855194,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,S08000032,C1,General Surgery,16159,11104,175.6413043,120.6956522,68.71712358,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,L106H,C1,General Surgery,3460,2944,38.44444444,32.71111111,85.0867052,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,L302H,C1,General Surgery,7243,4965,80.47777778,55.16666667,68.54894381,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,L308H,C1,General Surgery,4717,3436,52.41111111,38.17777778,72.84290863,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,S08000032,C1,General Surgery,15420,11345,171.3333333,126.0555556,73.57328145,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,L106H,C1,General Surgery,4278,3670,47.01098901,40.32967033,85.78775129,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,L302H,C1,General Surgery,8731,6434,95.94505495,70.7032967,73.69144428,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,L308H,C1,General Surgery,5180,4082,56.92307692,44.85714286,78.8030888,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,S08000032,C1,General Surgery,18189,14186,199.8791209,155.8901099,77.99219308,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,L106H,C1,General Surgery,4054,3349,44.06521739,36.40217391,82.60976813,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,L302H,C1,General Surgery,6418,5120,69.76086957,55.65217391,79.77563104,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,L308H,C1,General Surgery,5589,3996,60.75,43.43478261,71.49758454,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,S08000032,C1,General Surgery,16061,12465,174.576087,135.4891304,77.6103605,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,L106H,C1,General Surgery,4026,3304,43.76086957,35.91304348,82.06656731,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,L302H,C1,General Surgery,6522,5514,70.89130435,59.93478261,84.54461822,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,L308H,C1,General Surgery,4956,3901,53.86956522,42.40217391,78.71267151,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,S08000032,C1,General Surgery,15519,12734,168.6847826,138.4130435,82.05425607,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2760,1157,30,12.57608696,41.92028986,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,28995,18939,315.1630435,205.8586957,65.3181583,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2701,2036,30.01111111,22.62222222,75.37948908,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,28470,19325,316.3333333,214.7222222,67.87846856,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2730,816,30,8.967032967,29.89010989,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,28870,18280,317.2527473,200.8791209,63.31832352,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2760,0,30,0,0,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,28984,16795,315.0434783,182.5543478,57.94576318,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2760,0,30,0,0,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,29123,17067,316.5543478,185.5108696,58.60316588,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2192,964,24.35555556,10.71111111,43.97810219,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,28005,16586,311.1666667,184.2888889,59.22513837,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,L302H,NA,Geriatric Medicine - long stay unit,1200,69,13.18681319,0.758241758,5.75,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,27057,13460,297.3296703,147.9120879,49.74683076,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2763,1229,30.0326087,13.35869565,44.48063699,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,29145,14687,316.7934783,159.6413043,50.39286327,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2760,6,30,0.065217391,0.217391304,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,26688,14178,290.0869565,154.1086957,53.125,NHS Lanarkshire,S92000003,NA,NA
2019 Q1,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2705,1339,30.05555556,14.87777778,49.50092421,NHS Lanarkshire,S92000003,NA,NA
2019 Q1,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,23667,15084,262.9666667,167.6,63.7343136,NHS Lanarkshire,S92000003,NA,NA
2019 Q2,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2734,2176,30.04395604,23.91208791,79.59034382,NHS Lanarkshire,S92000003,NA,NA
2019 Q2,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,23911,15989,262.7582418,175.7032967,66.86880515,NHS Lanarkshire,S92000003,NA,NA
2019 Q3,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2762,1833,30.02173913,19.92391304,66.36495293,NHS Lanarkshire,S92000003,NA,NA
2019 Q3,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,24170,16058,262.7173913,174.5434783,66.43773273,NHS Lanarkshire,S92000003,NA,NA
2019 Q4,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2780,2296,30.2173913,24.95652174,82.58992806,NHS Lanarkshire,S92000003,NA,NA
2019 Q4,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,24174,16371,262.7608696,177.9456522,67.72151899,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,L302H,NA,Geriatric Medicine - long stay unit,2818,2635,30.96703297,28.95604396,93.50603265,NHS Lanarkshire,S92000003,NA,NA
2020 Q1,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,23959,16869,263.2857143,185.3736264,70.40777996,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,L302H,NA,Geriatric Medicine - long stay unit,900,146,9.89010989,1.604395604,16.22222222,NHS Lanarkshire,S92000003,NA,NA
2020 Q2,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,21644,12370,237.8461538,135.9340659,57.15209758,NHS Lanarkshire,S92000003,NA,NA
2020 Q3,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,20300,12349,220.6521739,134.2282609,60.83251232,NHS Lanarkshire,S92000003,NA,NA
2020 Q4,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,18389,11585,199.8804348,125.923913,62.99961934,NHS Lanarkshire,S92000003,NA,NA
2021 Q1,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,18050,11397,200.5555556,126.6333333,63.14127424,NHS Lanarkshire,S92000003,NA,NA
2021 Q2,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,18092,12573,198.8131868,138.1648352,69.49480433,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,L302H,NA,Geriatric Medicine - long stay unit,1033,539,11.22826087,5.858695652,52.17812197,NHS Lanarkshire,S92000003,NA,NA
2021 Q3,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,19076,13428,207.3478261,145.9565217,70.39211575,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,L302H,NA,Geriatric Medicine - long stay unit,1563,1237,16.98913043,13.44565217,79.14267434,NHS Lanarkshire,S92000003,NA,NA
2021 Q4,S08000032,S08000032,NA,Geriatric Medicine - long stay unit,19736,14489,214.5217391,157.4891304,73.41406567,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8100,7560,88.04347826,82.17391304,93.33333333,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,12132,11752,131.8695652,127.7391304,96.86778767,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,8082,7622,87.84782609,82.84782609,94.30833952,NHS Lanarkshire,S92000003,NA,NA
2016 Q4,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,30154,28587,327.7608696,310.7282609,94.80334284,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8206,7848,91.17777778,87.2,95.63733853,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,11745,11306,130.5,125.6222222,96.26223925,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,8036,7705,89.28888889,85.61111111,95.88103534,NHS Lanarkshire,S92000003,NA,NA
2017 Q1,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,29787,28457,330.9666667,316.1888889,95.53496492,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8172,7726,89.8021978,84.9010989,94.5423397,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,11738,11329,128.989011,124.4945055,96.51559039,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,8214,7822,90.26373626,85.95604396,95.22766009,NHS Lanarkshire,S92000003,NA,NA
2017 Q2,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,29944,28412,329.0549451,312.2197802,94.88378306,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8210,7738,89.23913043,84.10869565,94.25091352,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,11791,11313,128.1630435,122.9673913,95.94606055,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,8413,8064,91.44565217,87.65217391,95.85165815,NHS Lanarkshire,S92000003,NA,NA
2017 Q3,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,30254,28708,328.8478261,312.0434783,94.88993191,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8328,7996,90.52173913,86.91304348,96.01344861,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,11718,11266,127.3695652,122.4565217,96.14268647,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,8887,8620,96.59782609,93.69565217,96.99561157,NHS Lanarkshire,S92000003,NA,NA
2017 Q4,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,30768,29345,334.4347826,318.9673913,95.375065,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8275,7884,91.94444444,87.6,95.27492447,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,11892,11482,132.1333333,127.5777778,96.55230407,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,9193,8955,102.1444444,99.5,97.41107364,NHS Lanarkshire,S92000003,NA,NA
2018 Q1,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,31160,29842,346.2222222,331.5777778,95.77021823,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8263,7083,90.8021978,77.83516484,85.71947235,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,11853,11349,130.2527473,124.7142857,95.74791192,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,9205,8809,101.1538462,96.8021978,95.69799022,NHS Lanarkshire,S92000003,NA,NA
2018 Q2,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,31141,28808,342.2087912,316.5714286,92.50826884,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8085,7247,87.88043478,78.77173913,89.63512678,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,10624,10054,115.4782609,109.2826087,94.63478916,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,9653,9314,104.923913,101.2391304,96.4881384,NHS Lanarkshire,S92000003,NA,NA
2018 Q3,S08000032,S08000032,NA,Geriatric Medicine - units other than long stay,30202,28294,328.2826087,307.5434783,93.68253758,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,L106H,NA,Geriatric Medicine - units other than long stay,8446,7935,91.80434783,86.25,93.94979872,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,L302H,NA,Geriatric Medicine - units other than long stay,12025,11545,130.7065217,125.4891304,96.00831601,NHS Lanarkshire,S92000003,NA,NA
2018 Q4,S08000032,L308H,NA,Geriatric Medicine - units other than long stay,9332,8976,101.4347826,97.56521739,96.18516931,NHS Lanarkshire,S92000003,NA,NA
